
WARNING: The TensorFlow contrib module will not be included in TensorFlow 2.0.
For more information, please see:
  * https://github.com/tensorflow/community/blob/master/rfcs/20180907-contrib-sunset.md
  * https://github.com/tensorflow/addons
If you depend on functionality not listed there, please file an issue.

WARNING:tensorflow:From 3rdDeep.py:118: conv2d (from tensorflow.python.layers.convolutional) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.conv2d instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From 3rdDeep.py:123: batch_normalization (from tensorflow.python.layers.normalization) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.batch_normalization instead.
WARNING:tensorflow:From 3rdDeep.py:149: flatten (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.flatten instead.
WARNING:tensorflow:From 3rdDeep.py:157: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.dense instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/ops/losses/losses_impl.py:448: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
Memory Ready
Training Started
2019-04-02 23:27:38.874977: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3401000000 Hz
2019-04-02 23:27:38.877467: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x7f894ec4ef50 executing computations on platform Host. Devices:
2019-04-02 23:27:38.877542: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
('Episode: 0', 'Total reward: 320.0', 'Training loss: 413.8317', 'Explore P: 0.9696')
('Episode: 1549', 'Total reward: 280.0', 'Training loss: 0.0008', 'Explore P: 0.1000')
('Episode: 1550', 'Total reward: 280.0', 'Training loss: 0.3250', 'Explore P: 0.1000')
Model Saved
('Episode: 1551', 'Total reward: 100.0', 'Training loss: 1.5513', 'Explore P: 0.1000')
('Episode: 1552', 'Total reward: 120.0', 'Training loss: 0.3068', 'Explore P: 0.1000')
('Episode: 1553', 'Total reward: 180.0', 'Training loss: 1.5502', 'Explore P: 0.1000')
('Episode: 1554', 'Total reward: 160.0', 'Training loss: 0.3096', 'Explore P: 0.1000')
('Episode: 1555', 'Total reward: 260.0', 'Training loss: 1.5552', 'Explore P: 0.1000')
Model Saved
('Episode: 1556', 'Total reward: 140.0', 'Training loss: 0.3071', 'Explore P: 0.1000')
('Episode: 1557', 'Total reward: 160.0', 'Training loss: 0.6094', 'Explore P: 0.1000')
('Episode: 1558', 'Total reward: 120.0', 'Training loss: 1.8675', 'Explore P: 0.1000')
('Episode: 1559', 'Total reward: 620.0', 'Training loss: 1.5484', 'Explore P: 0.1000')
('Episode: 1560', 'Total reward: 200.0', 'Training loss: 1.2562', 'Explore P: 0.1000')
Model Saved
('Episode: 1561', 'Total reward: 160.0', 'Training loss: 1.8666', 'Explore P: 0.1000')
('Episode: 1562', 'Total reward: 140.0', 'Training loss: 0.6093', 'Explore P: 0.1000')
('Episode: 1563', 'Total reward: 140.0', 'Training loss: 1.2422', 'Explore P: 0.1000')
('Episode: 1564', 'Total reward: 80.0', 'Training loss: 0.0234', 'Explore P: 0.1000')
('Episode: 1565', 'Total reward: 600.0', 'Training loss: 0.0026', 'Explore P: 0.1000')
Model Saved
('Episode: 1566', 'Total reward: 120.0', 'Training loss: 0.0009', 'Explore P: 0.1000')
('Episode: 1567', 'Total reward: 160.0', 'Training loss: 1.2717', 'Explore P: 0.1000')
('Episode: 1568', 'Total reward: 320.0', 'Training loss: 0.6110', 'Explore P: 0.1000')
('Episode: 1569', 'Total reward: 280.0', 'Training loss: 1.5470', 'Explore P: 0.1000')
('Episode: 1570', 'Total reward: 240.0', 'Training loss: 2.4850', 'Explore P: 0.1000')
Model Saved
('Episode: 1571', 'Total reward: 300.0', 'Training loss: 0.3184', 'Explore P: 0.1000')
('Episode: 1572', 'Total reward: 160.0', 'Training loss: 1.5463', 'Explore P: 0.1000')
('Episode: 1573', 'Total reward: 260.0', 'Training loss: 0.0010', 'Explore P: 0.1000')
('Episode: 1574', 'Total reward: 240.0', 'Training loss: 0.6126', 'Explore P: 0.1000')
('Episode: 1575', 'Total reward: 380.0', 'Training loss: 1.2423', 'Explore P: 0.1000')
Model Saved
('Episode: 1576', 'Total reward: 240.0', 'Training loss: 0.0008', 'Explore P: 0.1000')
('Episode: 1577', 'Total reward: 220.0', 'Training loss: 0.3064', 'Explore P: 0.1000')
('Episode: 1578', 'Total reward: 140.0', 'Training loss: 0.3053', 'Explore P: 0.1000')
('Episode: 1579', 'Total reward: 300.0', 'Training loss: 0.6292', 'Explore P: 0.1000')
('Episode: 1580', 'Total reward: 140.0', 'Training loss: 0.3049', 'Explore P: 0.1000')
Model Saved
('Episode: 1581', 'Total reward: 140.0', 'Training loss: 2.1557', 'Explore P: 0.1000')
('Episode: 1582', 'Total reward: 140.0', 'Training loss: 1.8508', 'Explore P: 0.1000')
('Episode: 1583', 'Total reward: 990.0', 'Training loss: 1.5469', 'Explore P: 0.1000')
('Episode: 1584', 'Total reward: 160.0', 'Training loss: 0.3051', 'Explore P: 0.1000')
('Episode: 1585', 'Total reward: 540.0', 'Training loss: 0.6097', 'Explore P: 0.1000')
Model Saved
('Episode: 1586', 'Total reward: 1560.0', 'Training loss: 0.3082', 'Explore P: 0.1000')
('Episode: 1587', 'Total reward: 180.0', 'Training loss: 0.3073', 'Explore P: 0.1000')
('Episode: 1588', 'Total reward: 320.0', 'Training loss: 3.0950', 'Explore P: 0.1000')
('Episode: 1589', 'Total reward: 380.0', 'Training loss: 0.3291', 'Explore P: 0.1000')
('Episode: 1590', 'Total reward: 320.0', 'Training loss: 0.3047', 'Explore P: 0.1000')
Model Saved
('Episode: 1591', 'Total reward: 140.0', 'Training loss: 0.0017', 'Explore P: 0.1000')
('Episode: 1592', 'Total reward: 240.0', 'Training loss: 0.6089', 'Explore P: 0.1000')
('Episode: 1593', 'Total reward: 200.0', 'Training loss: 0.3051', 'Explore P: 0.1000')
('Episode: 1594', 'Total reward: 160.0', 'Training loss: 1.5726', 'Explore P: 0.1000')
('Episode: 1595', 'Total reward: 160.0', 'Training loss: 0.3039', 'Explore P: 0.1000')
Model Saved
('Episode: 1596', 'Total reward: 240.0', 'Training loss: 0.6300', 'Explore P: 0.1000')
('Episode: 1597', 'Total reward: 260.0', 'Training loss: 0.9129', 'Explore P: 0.1000')
('Episode: 1598', 'Total reward: 160.0', 'Training loss: 3.0943', 'Explore P: 0.1000')
('Episode: 1599', 'Total reward: 20.0', 'Training loss: 0.3057', 'Explore P: 0.1000')
('Episode: 1600', 'Total reward: 200.0', 'Training loss: 0.0446', 'Explore P: 0.1000')
Model Saved
('Episode: 1601', 'Total reward: 240.0', 'Training loss: 0.3056', 'Explore P: 0.1000')
('Episode: 1602', 'Total reward: 160.0', 'Training loss: 2.1548', 'Explore P: 0.1000')
('Episode: 1603', 'Total reward: 100.0', 'Training loss: 0.0071', 'Explore P: 0.1000')
('Episode: 1604', 'Total reward: 260.0', 'Training loss: 0.6106', 'Explore P: 0.1000')
('Episode: 1605', 'Total reward: 140.0', 'Training loss: 1.2429', 'Explore P: 0.1000')
Model Saved
('Episode: 1606', 'Total reward: 180.0', 'Training loss: 1.5459', 'Explore P: 0.1000')
('Episode: 1607', 'Total reward: 160.0', 'Training loss: 1.2432', 'Explore P: 0.1000')
('Episode: 1608', 'Total reward: 260.0', 'Training loss: 0.6093', 'Explore P: 0.1000')
('Episode: 1609', 'Total reward: 180.0', 'Training loss: 0.0181', 'Explore P: 0.1000')
('Episode: 1610', 'Total reward: 80.0', 'Training loss: 0.0201', 'Explore P: 0.1000')
Model Saved
('Episode: 1611', 'Total reward: 100.0', 'Training loss: 2.1571', 'Explore P: 0.1000')
('Episode: 1612', 'Total reward: 220.0', 'Training loss: 1.8498', 'Explore P: 0.1000')
('Episode: 1613', 'Total reward: 280.0', 'Training loss: 1.5465', 'Explore P: 0.1000')
('Episode: 1614', 'Total reward: 240.0', 'Training loss: 0.3048', 'Explore P: 0.1000')
('Episode: 1615', 'Total reward: 260.0', 'Training loss: 1.2190', 'Explore P: 0.1000')
Model Saved
('Episode: 1616', 'Total reward: 240.0', 'Training loss: 1.2196', 'Explore P: 0.1000')
('Episode: 1617', 'Total reward: 300.0', 'Training loss: 1.8504', 'Explore P: 0.1000')
('Episode: 1618', 'Total reward: 360.0', 'Training loss: 1.8513', 'Explore P: 0.1000')
('Episode: 1619', 'Total reward: 380.0', 'Training loss: 1.8683', 'Explore P: 0.1000')
('Episode: 1620', 'Total reward: 100.0', 'Training loss: 0.0184', 'Explore P: 0.1000')
Model Saved
('Episode: 1621', 'Total reward: 200.0', 'Training loss: 0.0012', 'Explore P: 0.1000')
('Episode: 1622', 'Total reward: 180.0', 'Training loss: 1.5501', 'Explore P: 0.1000')
('Episode: 1623', 'Total reward: 160.0', 'Training loss: 0.0108', 'Explore P: 0.1000')
('Episode: 1624', 'Total reward: 540.0', 'Training loss: 1.2446', 'Explore P: 0.1000')
('Episode: 1625', 'Total reward: 1010.0', 'Training loss: 1.2424', 'Explore P: 0.1000')
Model Saved
('Episode: 1626', 'Total reward: 440.0', 'Training loss: 0.3054', 'Explore P: 0.1000')
('Episode: 1627', 'Total reward: 300.0', 'Training loss: 0.0289', 'Explore P: 0.1000')
('Episode: 1628', 'Total reward: 480.0', 'Training loss: 0.6103', 'Explore P: 0.1000')
('Episode: 1629', 'Total reward: 140.0', 'Training loss: 3.1083', 'Explore P: 0.1000')
('Episode: 1630', 'Total reward: 300.0', 'Training loss: 1.8542', 'Explore P: 0.1000')
Model Saved
('Episode: 1631', 'Total reward: 180.0', 'Training loss: 0.0184', 'Explore P: 0.1000')
('Episode: 1632', 'Total reward: 160.0', 'Training loss: 0.0012', 'Explore P: 0.1000')
('Episode: 1633', 'Total reward: 280.0', 'Training loss: 0.3063', 'Explore P: 0.1000')
('Episode: 1634', 'Total reward: 200.0', 'Training loss: 1.2438', 'Explore P: 0.1000')
('Episode: 1635', 'Total reward: 180.0', 'Training loss: 1.2648', 'Explore P: 0.1000')
Model Saved
('Episode: 1636', 'Total reward: 220.0', 'Training loss: 0.6092', 'Explore P: 0.1000')
('Episode: 1637', 'Total reward: 200.0', 'Training loss: 2.8228', 'Explore P: 0.1000')
('Episode: 1638', 'Total reward: 200.0', 'Training loss: 0.3054', 'Explore P: 0.1000')
('Episode: 1639', 'Total reward: 140.0', 'Training loss: 1.5695', 'Explore P: 0.1000')
('Episode: 1640', 'Total reward: 180.0', 'Training loss: 0.3054', 'Explore P: 0.1000')
Model Saved
('Episode: 1641', 'Total reward: 260.0', 'Training loss: 1.2607', 'Explore P: 0.1000')
('Episode: 1642', 'Total reward: 180.0', 'Training loss: 0.0024', 'Explore P: 0.1000')
('Episode: 1643', 'Total reward: 280.0', 'Training loss: 0.3054', 'Explore P: 0.1000')
('Episode: 1644', 'Total reward: 320.0', 'Training loss: 1.2425', 'Explore P: 0.1000')
('Episode: 1645', 'Total reward: 120.0', 'Training loss: 0.0010', 'Explore P: 0.1000')
Model Saved
('Episode: 1646', 'Total reward: 940.0', 'Training loss: 0.0029', 'Explore P: 0.1000')
('Episode: 1647', 'Total reward: 80.0', 'Training loss: 2.5010', 'Explore P: 0.1000')
('Episode: 1648', 'Total reward: 200.0', 'Training loss: 0.0106', 'Explore P: 0.1000')
('Episode: 1649', 'Total reward: 100.0', 'Training loss: 0.6095', 'Explore P: 0.1000')
('Episode: 1650', 'Total reward: 220.0', 'Training loss: 2.4845', 'Explore P: 0.1000')
Model Saved
('Episode: 1651', 'Total reward: 280.0', 'Training loss: 0.6099', 'Explore P: 0.1000')
('Episode: 1652', 'Total reward: 1070.0', 'Training loss: 0.3054', 'Explore P: 0.1000')
('Episode: 1653', 'Total reward: 400.0', 'Training loss: 0.3042', 'Explore P: 0.1000')
('Episode: 1654', 'Total reward: 200.0', 'Training loss: 1.5613', 'Explore P: 0.1000')
('Episode: 1655', 'Total reward: 280.0', 'Training loss: 1.2436', 'Explore P: 0.1000')
Model Saved
('Episode: 1656', 'Total reward: 340.0', 'Training loss: 0.0032', 'Explore P: 0.1000')
('Episode: 1657', 'Total reward: 300.0', 'Training loss: 0.0013', 'Explore P: 0.1000')
('Episode: 1658', 'Total reward: 1250.0', 'Training loss: 0.6103', 'Explore P: 0.1000')
('Episode: 1659', 'Total reward: 40.0', 'Training loss: 0.3259', 'Explore P: 0.1000')
('Episode: 1660', 'Total reward: 320.0', 'Training loss: 0.0013', 'Explore P: 0.1000')
Model Saved
('Episode: 1661', 'Total reward: 120.0', 'Training loss: 1.5462', 'Explore P: 0.1000')
('Episode: 1662', 'Total reward: 240.0', 'Training loss: 0.3062', 'Explore P: 0.1000')
('Episode: 1663', 'Total reward: 260.0', 'Training loss: 0.0017', 'Explore P: 0.1000')
('Episode: 1664', 'Total reward: 280.0', 'Training loss: 2.1536', 'Explore P: 0.1000')
('Episode: 1665', 'Total reward: 1140.0', 'Training loss: 1.8498', 'Explore P: 0.1000')
Model Saved
('Episode: 1666', 'Total reward: 120.0', 'Training loss: 1.5475', 'Explore P: 0.1000')
('Episode: 1667', 'Total reward: 260.0', 'Training loss: 0.3052', 'Explore P: 0.1000')
('Episode: 1668', 'Total reward: 160.0', 'Training loss: 0.6274', 'Explore P: 0.1000')
('Episode: 1669', 'Total reward: 240.0', 'Training loss: 1.5476', 'Explore P: 0.1000')
('Episode: 1670', 'Total reward: 560.0', 'Training loss: 0.0013', 'Explore P: 0.1000')
Model Saved
('Episode: 1671', 'Total reward: 300.0', 'Training loss: 2.1542', 'Explore P: 0.1000')
('Episode: 1672', 'Total reward: 260.0', 'Training loss: 1.2421', 'Explore P: 0.1000')
('Episode: 1673', 'Total reward: 220.0', 'Training loss: 0.3213', 'Explore P: 0.1000')
('Episode: 1674', 'Total reward: 380.0', 'Training loss: 0.6082', 'Explore P: 0.1000')
('Episode: 1675', 'Total reward: 100.0', 'Training loss: 0.0011', 'Explore P: 0.1000')
Model Saved
('Episode: 1676', 'Total reward: 540.0', 'Training loss: 0.9138', 'Explore P: 0.1000')
('Episode: 1677', 'Total reward: 760.0', 'Training loss: 0.3049', 'Explore P: 0.1000')
('Episode: 1678', 'Total reward: 580.0', 'Training loss: 0.0243', 'Explore P: 0.1000')
('Episode: 1679', 'Total reward: 100.0', 'Training loss: 1.2194', 'Explore P: 0.1000')
('Episode: 1680', 'Total reward: 340.0', 'Training loss: 1.5473', 'Explore P: 0.1000')
Model Saved
('Episode: 1681', 'Total reward: 100.0', 'Training loss: 1.8533', 'Explore P: 0.1000')
('Episode: 1682', 'Total reward: 160.0', 'Training loss: 3.4434', 'Explore P: 0.1000')
('Episode: 1683', 'Total reward: 160.0', 'Training loss: 0.0014', 'Explore P: 0.1000')
('Episode: 1684', 'Total reward: 380.0', 'Training loss: 2.4836', 'Explore P: 0.1000')
('Episode: 1685', 'Total reward: 320.0', 'Training loss: 1.2435', 'Explore P: 0.1000')
Model Saved
('Episode: 1686', 'Total reward: 220.0', 'Training loss: 0.0218', 'Explore P: 0.1000')
('Episode: 1687', 'Total reward: 180.0', 'Training loss: 0.0014', 'Explore P: 0.1000')
('Episode: 1688', 'Total reward: 300.0', 'Training loss: 8.5683', 'Explore P: 0.1000')
('Episode: 1689', 'Total reward: 240.0', 'Training loss: 0.3049', 'Explore P: 0.1000')
('Episode: 1690', 'Total reward: 500.0', 'Training loss: 1.2436', 'Explore P: 0.1000')
Model Saved
('Episode: 1691', 'Total reward: 400.0', 'Training loss: 0.3047', 'Explore P: 0.1000')
('Episode: 1692', 'Total reward: 180.0', 'Training loss: 2.1767', 'Explore P: 0.1000')
('Episode: 1693', 'Total reward: 1370.0', 'Training loss: 1.2423', 'Explore P: 0.1000')
('Episode: 1694', 'Total reward: 140.0', 'Training loss: 2.1534', 'Explore P: 0.1000')
('Episode: 1695', 'Total reward: 480.0', 'Training loss: 0.6093', 'Explore P: 0.1000')
Model Saved
('Episode: 1696', 'Total reward: 100.0', 'Training loss: 1.8529', 'Explore P: 0.1000')
('Episode: 1697', 'Total reward: 260.0', 'Training loss: 0.3049', 'Explore P: 0.1000')
('Episode: 1698', 'Total reward: 220.0', 'Training loss: 0.3057', 'Explore P: 0.1000')
('Episode: 1699', 'Total reward: 1030.0', 'Training loss: 0.0015', 'Explore P: 0.1000')
('Episode: 1700', 'Total reward: 300.0', 'Training loss: 1.2433', 'Explore P: 0.1000')
Model Saved
('Episode: 1701', 'Total reward: 500.0', 'Training loss: 3.1577', 'Explore P: 0.1000')
('Episode: 1702', 'Total reward: 200.0', 'Training loss: 0.3088', 'Explore P: 0.1000')
('Episode: 1703', 'Total reward: 400.0', 'Training loss: 0.3051', 'Explore P: 0.1000')
('Episode: 1704', 'Total reward: 120.0', 'Training loss: 0.9135', 'Explore P: 0.1000')
('Episode: 1705', 'Total reward: 140.0', 'Training loss: 0.3058', 'Explore P: 0.1000')
Model Saved
('Episode: 1706', 'Total reward: 120.0', 'Training loss: 0.3045', 'Explore P: 0.1000')
('Episode: 1707', 'Total reward: 180.0', 'Training loss: 0.0016', 'Explore P: 0.1000')
('Episode: 1708', 'Total reward: 380.0', 'Training loss: 2.1598', 'Explore P: 0.1000')
('Episode: 1709', 'Total reward: 240.0', 'Training loss: 1.5518', 'Explore P: 0.1000')
('Episode: 1710', 'Total reward: 320.0', 'Training loss: 0.0016', 'Explore P: 0.1000')
Model Saved
('Episode: 1711', 'Total reward: 280.0', 'Training loss: 1.5488', 'Explore P: 0.1000')
('Episode: 1712', 'Total reward: 260.0', 'Training loss: 0.9167', 'Explore P: 0.1000')
('Episode: 1713', 'Total reward: 320.0', 'Training loss: 0.0012', 'Explore P: 0.1000')
('Episode: 1714', 'Total reward: 300.0', 'Training loss: 1.8669', 'Explore P: 0.1000')
('Episode: 1715', 'Total reward: 340.0', 'Training loss: 2.7933', 'Explore P: 0.1000')
Model Saved
('Episode: 1716', 'Total reward: 320.0', 'Training loss: 0.3057', 'Explore P: 0.1000')
('Episode: 1717', 'Total reward: 620.0', 'Training loss: 1.2561', 'Explore P: 0.1000')
('Episode: 1718', 'Total reward: 260.0', 'Training loss: 0.0015', 'Explore P: 0.1000')
('Episode: 1719', 'Total reward: 220.0', 'Training loss: 1.8531', 'Explore P: 0.1000')
('Episode: 1720', 'Total reward: 180.0', 'Training loss: 2.7879', 'Explore P: 0.1000')
Model Saved
('Episode: 1721', 'Total reward: 220.0', 'Training loss: 0.3260', 'Explore P: 0.1000')
('Episode: 1722', 'Total reward: 140.0', 'Training loss: 0.3057', 'Explore P: 0.1000')
('Episode: 1723', 'Total reward: 160.0', 'Training loss: 0.3052', 'Explore P: 0.1000')
('Episode: 1724', 'Total reward: 180.0', 'Training loss: 0.3048', 'Explore P: 0.1000')
('Episode: 1725', 'Total reward: 200.0', 'Training loss: 0.0014', 'Explore P: 0.1000')
Model Saved
('Episode: 1726', 'Total reward: 220.0', 'Training loss: 0.0010', 'Explore P: 0.1000')
('Episode: 1727', 'Total reward: 240.0', 'Training loss: 0.0026', 'Explore P: 0.1000')
('Episode: 1728', 'Total reward: 1200.0', 'Training loss: 0.3055', 'Explore P: 0.1000')
('Episode: 1729', 'Total reward: 320.0', 'Training loss: 1.2435', 'Explore P: 0.1000')
('Episode: 1730', 'Total reward: 160.0', 'Training loss: 0.3129', 'Explore P: 0.1000')
Model Saved
('Episode: 1731', 'Total reward: 160.0', 'Training loss: 0.6394', 'Explore P: 0.1000')
('Episode: 1732', 'Total reward: 180.0', 'Training loss: 1.5456', 'Explore P: 0.1000')
('Episode: 1733', 'Total reward: 140.0', 'Training loss: 0.0026', 'Explore P: 0.1000')
('Episode: 1734', 'Total reward: 320.0', 'Training loss: 0.3190', 'Explore P: 0.1000')
('Episode: 1735', 'Total reward: 160.0', 'Training loss: 2.4834', 'Explore P: 0.1000')
Model Saved
('Episode: 1736', 'Total reward: 200.0', 'Training loss: 1.5588', 'Explore P: 0.1000')
('Episode: 1737', 'Total reward: 100.0', 'Training loss: 0.3047', 'Explore P: 0.1000')
('Episode: 1738', 'Total reward: 240.0', 'Training loss: 0.3052', 'Explore P: 0.1000')
('Episode: 1739', 'Total reward: 100.0', 'Training loss: 0.9136', 'Explore P: 0.1000')
('Episode: 1740', 'Total reward: 380.0', 'Training loss: 0.6113', 'Explore P: 0.1000')
Model Saved
('Episode: 1741', 'Total reward: 140.0', 'Training loss: 2.7882', 'Explore P: 0.1000')
('Episode: 1742', 'Total reward: 220.0', 'Training loss: 0.3054', 'Explore P: 0.1000')
('Episode: 1743', 'Total reward: 160.0', 'Training loss: 1.5474', 'Explore P: 0.1000')
('Episode: 1744', 'Total reward: 360.0', 'Training loss: 1.5647', 'Explore P: 0.1000')
('Episode: 1745', 'Total reward: 320.0', 'Training loss: 2.4786', 'Explore P: 0.1000')
Model Saved
('Episode: 1746', 'Total reward: 300.0', 'Training loss: 0.3052', 'Explore P: 0.1000')
('Episode: 1747', 'Total reward: 160.0', 'Training loss: 0.3055', 'Explore P: 0.1000')
('Episode: 1748', 'Total reward: 240.0', 'Training loss: 0.3059', 'Explore P: 0.1000')
('Episode: 1749', 'Total reward: 400.0', 'Training loss: 1.8505', 'Explore P: 0.1000')
('Episode: 1750', 'Total reward: 140.0', 'Training loss: 0.0010', 'Explore P: 0.1000')
Model Saved
('Episode: 1751', 'Total reward: 140.0', 'Training loss: 0.3062', 'Explore P: 0.1000')
('Episode: 1752', 'Total reward: 80.0', 'Training loss: 0.0020', 'Explore P: 0.1000')
('Episode: 1753', 'Total reward: 140.0', 'Training loss: 0.0005', 'Explore P: 0.1000')
('Episode: 1754', 'Total reward: 360.0', 'Training loss: 1.5463', 'Explore P: 0.1000')
('Episode: 1755', 'Total reward: 320.0', 'Training loss: 1.2426', 'Explore P: 0.1000')
Model Saved
('Episode: 1756', 'Total reward: 180.0', 'Training loss: 0.0009', 'Explore P: 0.1000')
('Episode: 1757', 'Total reward: 280.0', 'Training loss: 2.4865', 'Explore P: 0.1000')
('Episode: 1758', 'Total reward: 120.0', 'Training loss: 0.3051', 'Explore P: 0.1000')
('Episode: 1759', 'Total reward: 200.0', 'Training loss: 2.7926', 'Explore P: 0.1000')
('Episode: 1760', 'Total reward: 120.0', 'Training loss: 0.3061', 'Explore P: 0.1000')
Model Saved
('Episode: 1761', 'Total reward: 140.0', 'Training loss: 1.2852', 'Explore P: 0.1000')
('Episode: 1762', 'Total reward: 260.0', 'Training loss: 0.3061', 'Explore P: 0.1000')
('Episode: 1763', 'Total reward: 160.0', 'Training loss: 1.2347', 'Explore P: 0.1000')
('Episode: 1764', 'Total reward: 180.0', 'Training loss: 0.0134', 'Explore P: 0.1000')
('Episode: 1765', 'Total reward: 220.0', 'Training loss: 0.3058', 'Explore P: 0.1000')
Model Saved
('Episode: 1766', 'Total reward: 220.0', 'Training loss: 0.3223', 'Explore P: 0.1000')
('Episode: 1767', 'Total reward: 100.0', 'Training loss: 0.3049', 'Explore P: 0.1000')
('Episode: 1768', 'Total reward: 240.0', 'Training loss: 0.0153', 'Explore P: 0.1000')
('Episode: 1769', 'Total reward: 200.0', 'Training loss: 1.5647', 'Explore P: 0.1000')
('Episode: 1770', 'Total reward: 560.0', 'Training loss: 1.2434', 'Explore P: 0.1000')
Model Saved
('Episode: 1771', 'Total reward: 260.0', 'Training loss: 0.3051', 'Explore P: 0.1000')
('Episode: 1772', 'Total reward: 200.0', 'Training loss: 3.7256', 'Explore P: 0.1000')
('Episode: 1773', 'Total reward: 280.0', 'Training loss: 0.6097', 'Explore P: 0.1000')
('Episode: 1774', 'Total reward: 200.0', 'Training loss: 0.6088', 'Explore P: 0.1000')
('Episode: 1775', 'Total reward: 220.0', 'Training loss: 2.4849', 'Explore P: 0.1000')
Model Saved
('Episode: 1776', 'Total reward: 160.0', 'Training loss: 1.8503', 'Explore P: 0.1000')
('Episode: 1777', 'Total reward: 320.0', 'Training loss: 1.8493', 'Explore P: 0.1000')
('Episode: 1778', 'Total reward: 280.0', 'Training loss: 1.5471', 'Explore P: 0.1000')
('Episode: 1779', 'Total reward: 640.0', 'Training loss: 0.0174', 'Explore P: 0.1000')
('Episode: 1780', 'Total reward: 200.0', 'Training loss: 0.6293', 'Explore P: 0.1000')
Model Saved
('Episode: 1781', 'Total reward: 120.0', 'Training loss: 1.5504', 'Explore P: 0.1000')
('Episode: 1782', 'Total reward: 320.0', 'Training loss: 1.5621', 'Explore P: 0.1000')
('Episode: 1783', 'Total reward: 300.0', 'Training loss: 0.3066', 'Explore P: 0.1000')
('Episode: 1784', 'Total reward: 240.0', 'Training loss: 0.3059', 'Explore P: 0.1000')
('Episode: 1785', 'Total reward: 460.0', 'Training loss: 0.3073', 'Explore P: 0.1000')
Model Saved
('Episode: 1786', 'Total reward: 460.0', 'Training loss: 0.0008', 'Explore P: 0.1000')
('Episode: 1787', 'Total reward: 140.0', 'Training loss: 1.2435', 'Explore P: 0.1000')
('Episode: 1788', 'Total reward: 280.0', 'Training loss: 0.0016', 'Explore P: 0.1000')
('Episode: 1789', 'Total reward: 220.0', 'Training loss: 1.8513', 'Explore P: 0.1000')
('Episode: 1790', 'Total reward: 500.0', 'Training loss: 0.3052', 'Explore P: 0.1000')
Model Saved
('Episode: 1791', 'Total reward: 320.0', 'Training loss: 0.3105', 'Explore P: 0.1000')
('Episode: 1792', 'Total reward: 580.0', 'Training loss: 1.5475', 'Explore P: 0.1000')
('Episode: 1793', 'Total reward: 1220.0', 'Training loss: 0.0014', 'Explore P: 0.1000')
('Episode: 1794', 'Total reward: 380.0', 'Training loss: 0.3066', 'Explore P: 0.1000')
('Episode: 1795', 'Total reward: 160.0', 'Training loss: 0.0009', 'Explore P: 0.1000')
Model Saved
('Episode: 1796', 'Total reward: 200.0', 'Training loss: 0.3052', 'Explore P: 0.1000')
('Episode: 1797', 'Total reward: 120.0', 'Training loss: 0.0016', 'Explore P: 0.1000')
('Episode: 1798', 'Total reward: 240.0', 'Training loss: 0.6084', 'Explore P: 0.1000')
('Episode: 1799', 'Total reward: 160.0', 'Training loss: 0.6084', 'Explore P: 0.1000')
('Episode: 1800', 'Total reward: 180.0', 'Training loss: 2.4862', 'Explore P: 0.1000')
Model Saved
('Episode: 1801', 'Total reward: 300.0', 'Training loss: 0.0029', 'Explore P: 0.1000')
('Episode: 1802', 'Total reward: 320.0', 'Training loss: 0.6085', 'Explore P: 0.1000')
('Episode: 1803', 'Total reward: 200.0', 'Training loss: 0.6088', 'Explore P: 0.1000')
('Episode: 1804', 'Total reward: 260.0', 'Training loss: 0.3048', 'Explore P: 0.1000')
('Episode: 1805', 'Total reward: 260.0', 'Training loss: 1.5876', 'Explore P: 0.1000')
Model Saved
('Episode: 1806', 'Total reward: 120.0', 'Training loss: 0.6140', 'Explore P: 0.1000')
('Episode: 1807', 'Total reward: 200.0', 'Training loss: 1.5471', 'Explore P: 0.1000')
('Episode: 1808', 'Total reward: 520.0', 'Training loss: 0.9136', 'Explore P: 0.1000')
('Episode: 1809', 'Total reward: 180.0', 'Training loss: 0.3063', 'Explore P: 0.1000')
('Episode: 1810', 'Total reward: 240.0', 'Training loss: 0.6089', 'Explore P: 0.1000')
Model Saved
