
WARNING: The TensorFlow contrib module will not be included in TensorFlow 2.0.
For more information, please see:
  * https://github.com/tensorflow/community/blob/master/rfcs/20180907-contrib-sunset.md
  * https://github.com/tensorflow/addons
If you depend on functionality not listed there, please file an issue.

WARNING:tensorflow:From ./deepQ.py:367: conv2d (from tensorflow.python.layers.convolutional) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.conv2d instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From ./deepQ.py:372: batch_normalization (from tensorflow.python.layers.normalization) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.batch_normalization instead.
WARNING:tensorflow:From ./deepQ.py:424: flatten (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.flatten instead.
WARNING:tensorflow:From ./deepQ.py:432: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.dense instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
Memory Ready
Training Started
2019-03-21 16:56:05.197252: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3401000000 Hz
2019-03-21 16:56:05.255695: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x7fffed69aa30 executing computations on platform Host. Devices:
2019-03-21 16:56:05.255763: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
('Episode: 0', 'Total reward: 800.0', 'Training loss: 57.1794', 'Explore P: 0.9911')
('Episode: 518', 'Total reward: 520.0', 'Training loss: 29.7418', 'Explore P: 0.1033')
('Episode: 519', 'Total reward: 340.0', 'Training loss: 65.6573', 'Explore P: 0.1033')
('Episode: 520', 'Total reward: 380.0', 'Training loss: 28.0207', 'Explore P: 0.1032')
Model Saved
('Episode: 521', 'Total reward: 980.0', 'Training loss: 73.3904', 'Explore P: 0.1032')
('Episode: 522', 'Total reward: 420.0', 'Training loss: 30.8480', 'Explore P: 0.1032')
('Episode: 523', 'Total reward: 2900.0', 'Training loss: 211.7293', 'Explore P: 0.1031')
('Episode: 524', 'Total reward: 1430.0', 'Training loss: 46.6107', 'Explore P: 0.1031')
('Episode: 525', 'Total reward: 1960.0', 'Training loss: 223.4371', 'Explore P: 0.1030')
Model Saved
('Episode: 526', 'Total reward: 2920.0', 'Training loss: 26.5551', 'Explore P: 0.1030')
('Episode: 527', 'Total reward: 420.0', 'Training loss: 62.1485', 'Explore P: 0.1030')
('Episode: 528', 'Total reward: 950.0', 'Training loss: 44.8558', 'Explore P: 0.1030')
('Episode: 529', 'Total reward: 480.0', 'Training loss: 57.5598', 'Explore P: 0.1029')
('Episode: 530', 'Total reward: 1490.0', 'Training loss: 774.7192', 'Explore P: 0.1029')
Model Saved
('Episode: 531', 'Total reward: 910.0', 'Training loss: 58.3648', 'Explore P: 0.1029')
('Episode: 532', 'Total reward: 600.0', 'Training loss: 77.5286', 'Explore P: 0.1028')
('Episode: 533', 'Total reward: 320.0', 'Training loss: 49.9076', 'Explore P: 0.1028')
('Episode: 534', 'Total reward: 620.0', 'Training loss: 63.4455', 'Explore P: 0.1028')
('Episode: 535', 'Total reward: 2760.0', 'Training loss: 86.7695', 'Explore P: 0.1028')
Model Saved
('Episode: 536', 'Total reward: 1900.0', 'Training loss: 53.7171', 'Explore P: 0.1027')
('Episode: 537', 'Total reward: 1900.0', 'Training loss: 74.8762', 'Explore P: 0.1027')
('Episode: 538', 'Total reward: 1430.0', 'Training loss: 45.7884', 'Explore P: 0.1027')
('Episode: 539', 'Total reward: 400.0', 'Training loss: 59.0777', 'Explore P: 0.1026')
('Episode: 540', 'Total reward: 1780.0', 'Training loss: 45.8198', 'Explore P: 0.1026')
Model Saved
('Episode: 541', 'Total reward: 520.0', 'Training loss: 33.8382', 'Explore P: 0.1026')
('Episode: 542', 'Total reward: 560.0', 'Training loss: 113.3502', 'Explore P: 0.1026')
('Episode: 543', 'Total reward: 760.0', 'Training loss: 73.4153', 'Explore P: 0.1025')
('Episode: 544', 'Total reward: 1590.0', 'Training loss: 58.7670', 'Explore P: 0.1025')
('Episode: 545', 'Total reward: 990.0', 'Training loss: 46.9632', 'Explore P: 0.1025')
Model Saved
('Episode: 546', 'Total reward: 1470.0', 'Training loss: 79.5318', 'Explore P: 0.1024')
('Episode: 547', 'Total reward: 780.0', 'Training loss: 42.7841', 'Explore P: 0.1024')
('Episode: 548', 'Total reward: 540.0', 'Training loss: 52.4349', 'Explore P: 0.1024')
('Episode: 549', 'Total reward: 720.0', 'Training loss: 47.9736', 'Explore P: 0.1024')
('Episode: 550', 'Total reward: 1510.0', 'Training loss: 121.5828', 'Explore P: 0.1023')
Model Saved
('Episode: 551', 'Total reward: 860.0', 'Training loss: 59.1611', 'Explore P: 0.1023')
('Episode: 552', 'Total reward: 1690.0', 'Training loss: 37.4424', 'Explore P: 0.1023')
('Episode: 553', 'Total reward: 740.0', 'Training loss: 168.0090', 'Explore P: 0.1023')
('Episode: 554', 'Total reward: 180.0', 'Training loss: 28.1451', 'Explore P: 0.1022')
('Episode: 555', 'Total reward: 1580.0', 'Training loss: 394.8852', 'Explore P: 0.1022')
Model Saved
('Episode: 556', 'Total reward: 460.0', 'Training loss: 19.9061', 'Explore P: 0.1022')
('Episode: 557', 'Total reward: 2340.0', 'Training loss: 87.0730', 'Explore P: 0.1022')
('Episode: 558', 'Total reward: 660.0', 'Training loss: 50.5420', 'Explore P: 0.1021')
('Episode: 559', 'Total reward: 1860.0', 'Training loss: 1191.6030', 'Explore P: 0.1021')
('Episode: 560', 'Total reward: 1900.0', 'Training loss: 304.8143', 'Explore P: 0.1021')
Model Saved
('Episode: 561', 'Total reward: 520.0', 'Training loss: 112.7667', 'Explore P: 0.1021')
('Episode: 562', 'Total reward: 540.0', 'Training loss: 47.2800', 'Explore P: 0.1021')
('Episode: 563', 'Total reward: 1370.0', 'Training loss: 80.8086', 'Explore P: 0.1020')
('Episode: 564', 'Total reward: 2000.0', 'Training loss: 40.1665', 'Explore P: 0.1020')
('Episode: 565', 'Total reward: 2610.0', 'Training loss: 44.4383', 'Explore P: 0.1020')
Model Saved
('Episode: 566', 'Total reward: 1260.0', 'Training loss: 51.3167', 'Explore P: 0.1020')
('Episode: 567', 'Total reward: 2500.0', 'Training loss: 213.7968', 'Explore P: 0.1019')
('Episode: 568', 'Total reward: 220.0', 'Training loss: 73.8703', 'Explore P: 0.1019')
('Episode: 569', 'Total reward: 540.0', 'Training loss: 150.3907', 'Explore P: 0.1019')
('Episode: 570', 'Total reward: 940.0', 'Training loss: 38.8644', 'Explore P: 0.1019')
Model Saved
('Episode: 571', 'Total reward: 1460.0', 'Training loss: 83.0015', 'Explore P: 0.1019')
('Episode: 572', 'Total reward: 500.0', 'Training loss: 107.6074', 'Explore P: 0.1019')
('Episode: 573', 'Total reward: 3500.0', 'Training loss: 47.6620', 'Explore P: 0.1018')
('Episode: 574', 'Total reward: 560.0', 'Training loss: 60.1941', 'Explore P: 0.1018')
('Episode: 575', 'Total reward: 1010.0', 'Training loss: 72.2915', 'Explore P: 0.1018')
Model Saved
('Episode: 576', 'Total reward: 2330.0', 'Training loss: 221.5479', 'Explore P: 0.1018')
('Episode: 577', 'Total reward: 340.0', 'Training loss: 35.3660', 'Explore P: 0.1018')
('Episode: 578', 'Total reward: 400.0', 'Training loss: 26.1356', 'Explore P: 0.1017')
('Episode: 579', 'Total reward: 540.0', 'Training loss: 50.8622', 'Explore P: 0.1017')
('Episode: 580', 'Total reward: 2220.0', 'Training loss: 103.6621', 'Explore P: 0.1017')
Model Saved
('Episode: 581', 'Total reward: 620.0', 'Training loss: 54.0122', 'Explore P: 0.1017')
('Episode: 582', 'Total reward: 520.0', 'Training loss: 44.9376', 'Explore P: 0.1017')
('Episode: 583', 'Total reward: 420.0', 'Training loss: 34.3280', 'Explore P: 0.1017')
('Episode: 584', 'Total reward: 1710.0', 'Training loss: 69.5699', 'Explore P: 0.1016')
('Episode: 585', 'Total reward: 480.0', 'Training loss: 39.4678', 'Explore P: 0.1016')
Model Saved
('Episode: 586', 'Total reward: 4500.0', 'Training loss: 58.0026', 'Explore P: 0.1016')
('Episode: 587', 'Total reward: 520.0', 'Training loss: 56.3678', 'Explore P: 0.1016')
('Episode: 588', 'Total reward: 2280.0', 'Training loss: 192.9999', 'Explore P: 0.1016')
('Episode: 589', 'Total reward: 540.0', 'Training loss: 73.2413', 'Explore P: 0.1015')
('Episode: 590', 'Total reward: 540.0', 'Training loss: 62.5589', 'Explore P: 0.1015')
Model Saved
('Episode: 591', 'Total reward: 2000.0', 'Training loss: 123.2293', 'Explore P: 0.1015')
('Episode: 592', 'Total reward: 580.0', 'Training loss: 42.1699', 'Explore P: 0.1015')
('Episode: 593', 'Total reward: 990.0', 'Training loss: 62.7309', 'Explore P: 0.1015')
('Episode: 594', 'Total reward: 520.0', 'Training loss: 74.6182', 'Explore P: 0.1015')
('Episode: 595', 'Total reward: 520.0', 'Training loss: 71.2893', 'Explore P: 0.1015')
Model Saved
('Episode: 596', 'Total reward: 320.0', 'Training loss: 26.9596', 'Explore P: 0.1014')
('Episode: 597', 'Total reward: 500.0', 'Training loss: 99.4485', 'Explore P: 0.1014')
('Episode: 598', 'Total reward: 560.0', 'Training loss: 35.3099', 'Explore P: 0.1014')
('Episode: 599', 'Total reward: 620.0', 'Training loss: 70.7456', 'Explore P: 0.1014')
('Episode: 600', 'Total reward: 540.0', 'Training loss: 28.3864', 'Explore P: 0.1014')
Model Saved
('Episode: 601', 'Total reward: 860.0', 'Training loss: 22.4524', 'Explore P: 0.1014')
('Episode: 602', 'Total reward: 1450.0', 'Training loss: 98.7579', 'Explore P: 0.1014')
('Episode: 603', 'Total reward: 1720.0', 'Training loss: 16.4169', 'Explore P: 0.1014')
('Episode: 604', 'Total reward: 520.0', 'Training loss: 41.8467', 'Explore P: 0.1013')
('Episode: 605', 'Total reward: 400.0', 'Training loss: 23.8206', 'Explore P: 0.1013')
Model Saved
('Episode: 606', 'Total reward: 1870.0', 'Training loss: 55.6399', 'Explore P: 0.1013')
('Episode: 607', 'Total reward: 2690.0', 'Training loss: 29.4910', 'Explore P: 0.1013')
('Episode: 608', 'Total reward: 1970.0', 'Training loss: 32.9903', 'Explore P: 0.1013')
('Episode: 609', 'Total reward: 1790.0', 'Training loss: 72.5622', 'Explore P: 0.1013')
('Episode: 610', 'Total reward: 540.0', 'Training loss: 28.4840', 'Explore P: 0.1013')
Model Saved
('Episode: 611', 'Total reward: 460.0', 'Training loss: 44.6810', 'Explore P: 0.1012')
('Episode: 612', 'Total reward: 560.0', 'Training loss: 24.1338', 'Explore P: 0.1012')
('Episode: 613', 'Total reward: 400.0', 'Training loss: 44.1420', 'Explore P: 0.1012')
('Episode: 614', 'Total reward: 260.0', 'Training loss: 44.1336', 'Explore P: 0.1012')
('Episode: 615', 'Total reward: 400.0', 'Training loss: 22.3535', 'Explore P: 0.1012')
Model Saved
('Episode: 616', 'Total reward: 420.0', 'Training loss: 34.7079', 'Explore P: 0.1012')
('Episode: 617', 'Total reward: 1130.0', 'Training loss: 405.2696', 'Explore P: 0.1012')
('Episode: 618', 'Total reward: 2420.0', 'Training loss: 43.5107', 'Explore P: 0.1012')
('Episode: 619', 'Total reward: 660.0', 'Training loss: 63.7837', 'Explore P: 0.1011')
('Episode: 620', 'Total reward: 200.0', 'Training loss: 38.5945', 'Explore P: 0.1011')
Model Saved
('Episode: 621', 'Total reward: 360.0', 'Training loss: 40.1264', 'Explore P: 0.1011')
('Episode: 622', 'Total reward: 1940.0', 'Training loss: 78.4792', 'Explore P: 0.1011')
('Episode: 623', 'Total reward: 700.0', 'Training loss: 23.2106', 'Explore P: 0.1011')
('Episode: 624', 'Total reward: 400.0', 'Training loss: 290.5930', 'Explore P: 0.1011')
('Episode: 625', 'Total reward: 2280.0', 'Training loss: 37.8580', 'Explore P: 0.1011')
Model Saved
('Episode: 626', 'Total reward: 560.0', 'Training loss: 36.4297', 'Explore P: 0.1011')
('Episode: 627', 'Total reward: 560.0', 'Training loss: 109.0002', 'Explore P: 0.1010')
('Episode: 628', 'Total reward: 540.0', 'Training loss: 23.4117', 'Explore P: 0.1010')
('Episode: 629', 'Total reward: 360.0', 'Training loss: 48.7410', 'Explore P: 0.1010')
('Episode: 630', 'Total reward: 1840.0', 'Training loss: 68.3449', 'Explore P: 0.1010')
Model Saved
('Episode: 631', 'Total reward: 1270.0', 'Training loss: 33.9302', 'Explore P: 0.1010')
('Episode: 632', 'Total reward: 2340.0', 'Training loss: 62.5689', 'Explore P: 0.1010')
('Episode: 633', 'Total reward: 580.0', 'Training loss: 31.7620', 'Explore P: 0.1010')
('Episode: 634', 'Total reward: 520.0', 'Training loss: 33.6708', 'Explore P: 0.1010')
('Episode: 635', 'Total reward: 420.0', 'Training loss: 33.0281', 'Explore P: 0.1010')
Model Saved
('Episode: 636', 'Total reward: 560.0', 'Training loss: 49.7095', 'Explore P: 0.1010')
('Episode: 637', 'Total reward: 640.0', 'Training loss: 25.1142', 'Explore P: 0.1009')
('Episode: 638', 'Total reward: 640.0', 'Training loss: 57.1662', 'Explore P: 0.1009')
('Episode: 639', 'Total reward: 5280.0', 'Training loss: 56.2012', 'Explore P: 0.1009')
('Episode: 640', 'Total reward: 4200.0', 'Training loss: 49.1922', 'Explore P: 0.1009')
Model Saved
('Episode: 641', 'Total reward: 540.0', 'Training loss: 103.6895', 'Explore P: 0.1009')
('Episode: 642', 'Total reward: 1820.0', 'Training loss: 60.9632', 'Explore P: 0.1009')
('Episode: 643', 'Total reward: 2000.0', 'Training loss: 102.7475', 'Explore P: 0.1009')
('Episode: 644', 'Total reward: 2070.0', 'Training loss: 119.1339', 'Explore P: 0.1009')
('Episode: 645', 'Total reward: 2510.0', 'Training loss: 82.0083', 'Explore P: 0.1009')
Model Saved
('Episode: 646', 'Total reward: 2130.0', 'Training loss: 357.2222', 'Explore P: 0.1008')
('Episode: 647', 'Total reward: 1270.0', 'Training loss: 79.1567', 'Explore P: 0.1008')
('Episode: 648', 'Total reward: 400.0', 'Training loss: 160.2999', 'Explore P: 0.1008')
('Episode: 649', 'Total reward: 970.0', 'Training loss: 249.0370', 'Explore P: 0.1008')
('Episode: 650', 'Total reward: 1210.0', 'Training loss: 42.6435', 'Explore P: 0.1008')
Model Saved
('Episode: 651', 'Total reward: 4280.0', 'Training loss: 37.5088', 'Explore P: 0.1008')
('Episode: 652', 'Total reward: 400.0', 'Training loss: 102.2912', 'Explore P: 0.1008')
('Episode: 653', 'Total reward: 640.0', 'Training loss: 145.8361', 'Explore P: 0.1008')
('Episode: 654', 'Total reward: 1360.0', 'Training loss: 63.1585', 'Explore P: 0.1008')
('Episode: 655', 'Total reward: 420.0', 'Training loss: 31.0338', 'Explore P: 0.1008')
Model Saved
('Episode: 656', 'Total reward: 2030.0', 'Training loss: 3049.3408', 'Explore P: 0.1007')
('Episode: 657', 'Total reward: 1570.0', 'Training loss: 102.1171', 'Explore P: 0.1007')
('Episode: 658', 'Total reward: 460.0', 'Training loss: 28.7783', 'Explore P: 0.1007')
('Episode: 659', 'Total reward: 1530.0', 'Training loss: 161.7610', 'Explore P: 0.1007')
('Episode: 660', 'Total reward: 1560.0', 'Training loss: 76.6577', 'Explore P: 0.1007')
Model Saved
('Episode: 661', 'Total reward: 2730.0', 'Training loss: 147.3583', 'Explore P: 0.1007')
('Episode: 662', 'Total reward: 1450.0', 'Training loss: 81.7406', 'Explore P: 0.1007')
('Episode: 663', 'Total reward: 2430.0', 'Training loss: 161.4823', 'Explore P: 0.1007')
('Episode: 664', 'Total reward: 520.0', 'Training loss: 52.9146', 'Explore P: 0.1007')
('Episode: 665', 'Total reward: 1130.0', 'Training loss: 45.2972', 'Explore P: 0.1007')
Model Saved
('Episode: 666', 'Total reward: 1170.0', 'Training loss: 1809.9033', 'Explore P: 0.1007')
('Episode: 667', 'Total reward: 1860.0', 'Training loss: 421.2379', 'Explore P: 0.1006')
('Episode: 668', 'Total reward: 1850.0', 'Training loss: 100.7783', 'Explore P: 0.1006')
('Episode: 669', 'Total reward: 500.0', 'Training loss: 46.9542', 'Explore P: 0.1006')
('Episode: 670', 'Total reward: 680.0', 'Training loss: 57.1137', 'Explore P: 0.1006')
Model Saved
('Episode: 671', 'Total reward: 600.0', 'Training loss: 35.7003', 'Explore P: 0.1006')
('Episode: 672', 'Total reward: 280.0', 'Training loss: 96.4575', 'Explore P: 0.1006')
('Episode: 673', 'Total reward: 4550.0', 'Training loss: 47.4167', 'Explore P: 0.1006')
('Episode: 674', 'Total reward: 1430.0', 'Training loss: 28.4320', 'Explore P: 0.1006')
('Episode: 675', 'Total reward: 2990.0', 'Training loss: 104.2454', 'Explore P: 0.1006')
Model Saved
('Episode: 676', 'Total reward: 1450.0', 'Training loss: 96.6947', 'Explore P: 0.1006')
('Episode: 677', 'Total reward: 540.0', 'Training loss: 68.2017', 'Explore P: 0.1006')
('Episode: 678', 'Total reward: 540.0', 'Training loss: 76.2107', 'Explore P: 0.1006')
('Episode: 679', 'Total reward: 780.0', 'Training loss: 63.4515', 'Explore P: 0.1006')
('Episode: 680', 'Total reward: 620.0', 'Training loss: 38.2011', 'Explore P: 0.1006')
Model Saved
('Episode: 681', 'Total reward: 2350.0', 'Training loss: 157.1716', 'Explore P: 0.1006')
('Episode: 682', 'Total reward: 480.0', 'Training loss: 37.2598', 'Explore P: 0.1005')
('Episode: 683', 'Total reward: 480.0', 'Training loss: 41.1970', 'Explore P: 0.1005')
('Episode: 684', 'Total reward: 540.0', 'Training loss: 20.5118', 'Explore P: 0.1005')
('Episode: 685', 'Total reward: 440.0', 'Training loss: 25.9597', 'Explore P: 0.1005')
Model Saved
('Episode: 686', 'Total reward: 1150.0', 'Training loss: 53.1935', 'Explore P: 0.1005')
('Episode: 687', 'Total reward: 1030.0', 'Training loss: 30.7682', 'Explore P: 0.1005')
('Episode: 688', 'Total reward: 640.0', 'Training loss: 57.2875', 'Explore P: 0.1005')
('Episode: 689', 'Total reward: 500.0', 'Training loss: 22.9607', 'Explore P: 0.1005')
('Episode: 690', 'Total reward: 700.0', 'Training loss: 49.0980', 'Explore P: 0.1005')
Model Saved
('Episode: 691', 'Total reward: 720.0', 'Training loss: 38.6407', 'Explore P: 0.1005')
('Episode: 692', 'Total reward: 660.0', 'Training loss: 17.5905', 'Explore P: 0.1005')
('Episode: 693', 'Total reward: 660.0', 'Training loss: 32.8606', 'Explore P: 0.1005')
('Episode: 694', 'Total reward: 2260.0', 'Training loss: 26.1737', 'Explore P: 0.1005')
('Episode: 695', 'Total reward: 1050.0', 'Training loss: 71.8445', 'Explore P: 0.1005')
Model Saved
('Episode: 696', 'Total reward: 1570.0', 'Training loss: 44.3854', 'Explore P: 0.1005')
('Episode: 697', 'Total reward: 500.0', 'Training loss: 44.0758', 'Explore P: 0.1005')
('Episode: 698', 'Total reward: 440.0', 'Training loss: 28.7857', 'Explore P: 0.1005')
('Episode: 699', 'Total reward: 340.0', 'Training loss: 22.8683', 'Explore P: 0.1005')
('Episode: 700', 'Total reward: 1840.0', 'Training loss: 42.1704', 'Explore P: 0.1005')
Model Saved
('Episode: 701', 'Total reward: 1660.0', 'Training loss: 33.5983', 'Explore P: 0.1004')
('Episode: 702', 'Total reward: 1590.0', 'Training loss: 47.2805', 'Explore P: 0.1004')
('Episode: 703', 'Total reward: 540.0', 'Training loss: 31.8111', 'Explore P: 0.1004')
('Episode: 704', 'Total reward: 2290.0', 'Training loss: 166.8159', 'Explore P: 0.1004')
('Episode: 705', 'Total reward: 580.0', 'Training loss: 35.1111', 'Explore P: 0.1004')
Model Saved
('Episode: 706', 'Total reward: 1290.0', 'Training loss: 34.0215', 'Explore P: 0.1004')
('Episode: 707', 'Total reward: 2040.0', 'Training loss: 58.1210', 'Explore P: 0.1004')
('Episode: 708', 'Total reward: 600.0', 'Training loss: 68.9666', 'Explore P: 0.1004')
('Episode: 709', 'Total reward: 1970.0', 'Training loss: 53.6554', 'Explore P: 0.1004')
('Episode: 710', 'Total reward: 460.0', 'Training loss: 41.9943', 'Explore P: 0.1004')
Model Saved
('Episode: 711', 'Total reward: 2910.0', 'Training loss: 39.0053', 'Explore P: 0.1004')
('Episode: 712', 'Total reward: 1100.0', 'Training loss: 67.6914', 'Explore P: 0.1004')
('Episode: 713', 'Total reward: 600.0', 'Training loss: 106.1655', 'Explore P: 0.1004')
('Episode: 714', 'Total reward: 640.0', 'Training loss: 70.2429', 'Explore P: 0.1004')
('Episode: 715', 'Total reward: 1260.0', 'Training loss: 38.3006', 'Explore P: 0.1004')
Model Saved
('Episode: 716', 'Total reward: 1720.0', 'Training loss: 47.3086', 'Explore P: 0.1004')
('Episode: 717', 'Total reward: 1990.0', 'Training loss: 107.8461', 'Explore P: 0.1004')
('Episode: 718', 'Total reward: 1420.0', 'Training loss: 42.9143', 'Explore P: 0.1004')
('Episode: 719', 'Total reward: 2200.0', 'Training loss: 101.8888', 'Explore P: 0.1004')
('Episode: 720', 'Total reward: 1490.0', 'Training loss: 45.7877', 'Explore P: 0.1004')
Model Saved
('Episode: 721', 'Total reward: 1570.0', 'Training loss: 54.1757', 'Explore P: 0.1004')
('Episode: 722', 'Total reward: 360.0', 'Training loss: 37.2145', 'Explore P: 0.1004')
('Episode: 723', 'Total reward: 540.0', 'Training loss: 81.7992', 'Explore P: 0.1004')
('Episode: 724', 'Total reward: 460.0', 'Training loss: 67.8108', 'Explore P: 0.1004')
('Episode: 725', 'Total reward: 2040.0', 'Training loss: 53.7415', 'Explore P: 0.1003')
Model Saved
('Episode: 726', 'Total reward: 1490.0', 'Training loss: 61.6037', 'Explore P: 0.1003')
('Episode: 727', 'Total reward: 400.0', 'Training loss: 31.0239', 'Explore P: 0.1003')
('Episode: 728', 'Total reward: 300.0', 'Training loss: 57.0209', 'Explore P: 0.1003')
('Episode: 729', 'Total reward: 1590.0', 'Training loss: 1595.1941', 'Explore P: 0.1003')
('Episode: 730', 'Total reward: 400.0', 'Training loss: 47.0667', 'Explore P: 0.1003')
Model Saved
('Episode: 731', 'Total reward: 520.0', 'Training loss: 115.1082', 'Explore P: 0.1003')
('Episode: 732', 'Total reward: 1390.0', 'Training loss: 22.4356', 'Explore P: 0.1003')
('Episode: 733', 'Total reward: 320.0', 'Training loss: 33.7438', 'Explore P: 0.1003')
('Episode: 734', 'Total reward: 2650.0', 'Training loss: 84.4072', 'Explore P: 0.1003')
('Episode: 735', 'Total reward: 1420.0', 'Training loss: 208.1617', 'Explore P: 0.1003')
Model Saved
('Episode: 736', 'Total reward: 560.0', 'Training loss: 33.5609', 'Explore P: 0.1003')
('Episode: 737', 'Total reward: 3260.0', 'Training loss: 32.8338', 'Explore P: 0.1003')
('Episode: 738', 'Total reward: 560.0', 'Training loss: 58.8279', 'Explore P: 0.1003')
('Episode: 739', 'Total reward: 400.0', 'Training loss: 49.0412', 'Explore P: 0.1003')
('Episode: 740', 'Total reward: 600.0', 'Training loss: 23.8597', 'Explore P: 0.1003')
Model Saved
('Episode: 741', 'Total reward: 500.0', 'Training loss: 49.9050', 'Explore P: 0.1003')
('Episode: 742', 'Total reward: 700.0', 'Training loss: 27.9102', 'Explore P: 0.1003')
('Episode: 743', 'Total reward: 460.0', 'Training loss: 57.9960', 'Explore P: 0.1003')
('Episode: 744', 'Total reward: 820.0', 'Training loss: 35.4773', 'Explore P: 0.1003')
('Episode: 745', 'Total reward: 680.0', 'Training loss: 32.4241', 'Explore P: 0.1003')
Model Saved
('Episode: 746', 'Total reward: 600.0', 'Training loss: 29.1892', 'Explore P: 0.1003')
('Episode: 747', 'Total reward: 2020.0', 'Training loss: 63.0030', 'Explore P: 0.1003')
('Episode: 748', 'Total reward: 1540.0', 'Training loss: 54.1634', 'Explore P: 0.1003')
('Episode: 749', 'Total reward: 1280.0', 'Training loss: 74.7448', 'Explore P: 0.1003')
('Episode: 750', 'Total reward: 1470.0', 'Training loss: 86.0379', 'Explore P: 0.1003')
Model Saved
('Episode: 751', 'Total reward: 2980.0', 'Training loss: 43.4305', 'Explore P: 0.1003')
('Episode: 752', 'Total reward: 1130.0', 'Training loss: 34.0355', 'Explore P: 0.1003')
('Episode: 753', 'Total reward: 1940.0', 'Training loss: 94.7684', 'Explore P: 0.1003')
('Episode: 754', 'Total reward: 2360.0', 'Training loss: 41.5332', 'Explore P: 0.1003')
('Episode: 755', 'Total reward: 1070.0', 'Training loss: 52.0942', 'Explore P: 0.1003')
Model Saved
('Episode: 756', 'Total reward: 1070.0', 'Training loss: 60.4394', 'Explore P: 0.1003')
('Episode: 757', 'Total reward: 280.0', 'Training loss: 231.1514', 'Explore P: 0.1003')
('Episode: 758', 'Total reward: 2450.0', 'Training loss: 41.1823', 'Explore P: 0.1002')
('Episode: 759', 'Total reward: 540.0', 'Training loss: 45.0133', 'Explore P: 0.1002')
('Episode: 760', 'Total reward: 520.0', 'Training loss: 37.3028', 'Explore P: 0.1002')
Model Saved
('Episode: 761', 'Total reward: 2120.0', 'Training loss: 102.6781', 'Explore P: 0.1002')
('Episode: 762', 'Total reward: 2090.0', 'Training loss: 97.3476', 'Explore P: 0.1002')
('Episode: 763', 'Total reward: 460.0', 'Training loss: 87.2074', 'Explore P: 0.1002')
('Episode: 764', 'Total reward: 540.0', 'Training loss: 64.7861', 'Explore P: 0.1002')
('Episode: 765', 'Total reward: 320.0', 'Training loss: 51.7602', 'Explore P: 0.1002')
Model Saved
('Episode: 766', 'Total reward: 380.0', 'Training loss: 59.4773', 'Explore P: 0.1002')
('Episode: 767', 'Total reward: 2330.0', 'Training loss: 39.6935', 'Explore P: 0.1002')
('Episode: 768', 'Total reward: 910.0', 'Training loss: 73.6166', 'Explore P: 0.1002')
('Episode: 769', 'Total reward: 1530.0', 'Training loss: 27.1452', 'Explore P: 0.1002')
('Episode: 770', 'Total reward: 1350.0', 'Training loss: 35.4983', 'Explore P: 0.1002')
Model Saved
('Episode: 771', 'Total reward: 520.0', 'Training loss: 164.6695', 'Explore P: 0.1002')
('Episode: 772', 'Total reward: 520.0', 'Training loss: 17.8122', 'Explore P: 0.1002')
('Episode: 773', 'Total reward: 1850.0', 'Training loss: 69.8246', 'Explore P: 0.1002')
('Episode: 774', 'Total reward: 240.0', 'Training loss: 31.1683', 'Explore P: 0.1002')
('Episode: 775', 'Total reward: 520.0', 'Training loss: 30.0625', 'Explore P: 0.1002')
Model Saved
('Episode: 776', 'Total reward: 540.0', 'Training loss: 46.7986', 'Explore P: 0.1002')
('Episode: 777', 'Total reward: 2730.0', 'Training loss: 53.9037', 'Explore P: 0.1002')
('Episode: 778', 'Total reward: 1430.0', 'Training loss: 341.0380', 'Explore P: 0.1002')
('Episode: 779', 'Total reward: 2050.0', 'Training loss: 53.0308', 'Explore P: 0.1002')
('Episode: 780', 'Total reward: 500.0', 'Training loss: 143.0663', 'Explore P: 0.1002')
Model Saved
('Episode: 781', 'Total reward: 440.0', 'Training loss: 36.2171', 'Explore P: 0.1002')
('Episode: 782', 'Total reward: 300.0', 'Training loss: 34.8721', 'Explore P: 0.1002')
('Episode: 783', 'Total reward: 1590.0', 'Training loss: 27.1700', 'Explore P: 0.1002')
('Episode: 784', 'Total reward: 970.0', 'Training loss: 33.6452', 'Explore P: 0.1002')
('Episode: 785', 'Total reward: 500.0', 'Training loss: 570.6378', 'Explore P: 0.1002')
Model Saved
