
WARNING: The TensorFlow contrib module will not be included in TensorFlow 2.0.
For more information, please see:
  * https://github.com/tensorflow/community/blob/master/rfcs/20180907-contrib-sunset.md
  * https://github.com/tensorflow/addons
If you depend on functionality not listed there, please file an issue.

WARNING:tensorflow:From ./deepQ.py:367: conv2d (from tensorflow.python.layers.convolutional) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.conv2d instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From ./deepQ.py:372: batch_normalization (from tensorflow.python.layers.normalization) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.batch_normalization instead.
WARNING:tensorflow:From ./deepQ.py:424: flatten (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.flatten instead.
WARNING:tensorflow:From ./deepQ.py:432: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.dense instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
Memory Ready
Training Started
2019-03-23 00:37:45.820876: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3401000000 Hz
2019-03-23 00:37:45.823378: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x7fffe82d52d0 executing computations on platform Host. Devices:
2019-03-23 00:37:45.823436: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
('Episode: 0', 'Total reward: 1610.0', 'Training loss: 52.0388', 'Explore P: 0.9601')
('Episode: 518', 'Total reward: 1490.0', 'Training loss: 310.6466', 'Explore P: 0.1033')
('Episode: 519', 'Total reward: 460.0', 'Training loss: 155.4751', 'Explore P: 0.1033')
('Episode: 520', 'Total reward: 380.0', 'Training loss: 227.2772', 'Explore P: 0.1032')
Model Saved
('Episode: 521', 'Total reward: 480.0', 'Training loss: 161.4682', 'Explore P: 0.1032')
('Episode: 522', 'Total reward: 1090.0', 'Training loss: 147.1943', 'Explore P: 0.1032')
('Episode: 523', 'Total reward: 340.0', 'Training loss: 166.1863', 'Explore P: 0.1032')
('Episode: 524', 'Total reward: 580.0', 'Training loss: 114.1476', 'Explore P: 0.1031')
('Episode: 525', 'Total reward: 340.0', 'Training loss: 110.7156', 'Explore P: 0.1031')
Model Saved
('Episode: 526', 'Total reward: 480.0', 'Training loss: 111.1883', 'Explore P: 0.1031')
('Episode: 527', 'Total reward: 480.0', 'Training loss: 112.1175', 'Explore P: 0.1031')
('Episode: 528', 'Total reward: 500.0', 'Training loss: 78.4566', 'Explore P: 0.1030')
('Episode: 529', 'Total reward: 1620.0', 'Training loss: 85.7874', 'Explore P: 0.1030')
('Episode: 530', 'Total reward: 520.0', 'Training loss: 101.6067', 'Explore P: 0.1030')
Model Saved
('Episode: 531', 'Total reward: 560.0', 'Training loss: 63.7552', 'Explore P: 0.1029')
('Episode: 532', 'Total reward: 1470.0', 'Training loss: 125.4062', 'Explore P: 0.1029')
('Episode: 533', 'Total reward: 2410.0', 'Training loss: 87.2273', 'Explore P: 0.1029')
('Episode: 534', 'Total reward: 2190.0', 'Training loss: 78.8144', 'Explore P: 0.1028')
('Episode: 535', 'Total reward: 260.0', 'Training loss: 92.5011', 'Explore P: 0.1028')
Model Saved
('Episode: 536', 'Total reward: 560.0', 'Training loss: 148.5929', 'Explore P: 0.1028')
('Episode: 537', 'Total reward: 560.0', 'Training loss: 143.6315', 'Explore P: 0.1028')
('Episode: 538', 'Total reward: 540.0', 'Training loss: 106.4314', 'Explore P: 0.1027')
('Episode: 539', 'Total reward: 500.0', 'Training loss: 428.5414', 'Explore P: 0.1027')
('Episode: 540', 'Total reward: 180.0', 'Training loss: 139.3793', 'Explore P: 0.1027')
Model Saved
('Episode: 541', 'Total reward: 2240.0', 'Training loss: 184.5757', 'Explore P: 0.1027')
('Episode: 542', 'Total reward: 890.0', 'Training loss: 90.6625', 'Explore P: 0.1026')
('Episode: 543', 'Total reward: 540.0', 'Training loss: 101.2628', 'Explore P: 0.1026')
('Episode: 544', 'Total reward: 1530.0', 'Training loss: 162.3913', 'Explore P: 0.1026')
('Episode: 545', 'Total reward: 500.0', 'Training loss: 127.3220', 'Explore P: 0.1026')
Model Saved
('Episode: 546', 'Total reward: 4210.0', 'Training loss: 175.9398', 'Explore P: 0.1025')
('Episode: 547', 'Total reward: 970.0', 'Training loss: 96.9510', 'Explore P: 0.1025')
('Episode: 548', 'Total reward: 660.0', 'Training loss: 72.5971', 'Explore P: 0.1025')
('Episode: 549', 'Total reward: 540.0', 'Training loss: 377.2019', 'Explore P: 0.1024')
('Episode: 550', 'Total reward: 200.0', 'Training loss: 316.0050', 'Explore P: 0.1024')
Model Saved
('Episode: 551', 'Total reward: 2980.0', 'Training loss: 109.2594', 'Explore P: 0.1024')
('Episode: 552', 'Total reward: 2220.0', 'Training loss: 122.5174', 'Explore P: 0.1024')
('Episode: 553', 'Total reward: 540.0', 'Training loss: 83.9369', 'Explore P: 0.1024')
('Episode: 554', 'Total reward: 1040.0', 'Training loss: 100.8121', 'Explore P: 0.1023')
('Episode: 555', 'Total reward: 1170.0', 'Training loss: 87.1219', 'Explore P: 0.1023')
Model Saved
('Episode: 556', 'Total reward: 1290.0', 'Training loss: 82.3378', 'Explore P: 0.1023')
('Episode: 557', 'Total reward: 2030.0', 'Training loss: 172.2318', 'Explore P: 0.1022')
('Episode: 558', 'Total reward: 260.0', 'Training loss: 113.5064', 'Explore P: 0.1022')
('Episode: 559', 'Total reward: 2230.0', 'Training loss: 369.9006', 'Explore P: 0.1022')
('Episode: 560', 'Total reward: 460.0', 'Training loss: 80.3314', 'Explore P: 0.1022')
Model Saved
('Episode: 561', 'Total reward: 2120.0', 'Training loss: 103.8958', 'Explore P: 0.1022')
('Episode: 562', 'Total reward: 420.0', 'Training loss: 101.4123', 'Explore P: 0.1021')
('Episode: 563', 'Total reward: 1100.0', 'Training loss: 205.5469', 'Explore P: 0.1021')
('Episode: 564', 'Total reward: 2400.0', 'Training loss: 138.8492', 'Explore P: 0.1020')
('Episode: 565', 'Total reward: 600.0', 'Training loss: 85.6572', 'Explore P: 0.1020')
Model Saved
('Episode: 566', 'Total reward: 580.0', 'Training loss: 188.7806', 'Explore P: 0.1020')
('Episode: 567', 'Total reward: 140.0', 'Training loss: 97.8902', 'Explore P: 0.1020')
('Episode: 568', 'Total reward: 580.0', 'Training loss: 79.4751', 'Explore P: 0.1020')
('Episode: 569', 'Total reward: 1020.0', 'Training loss: 84.3425', 'Explore P: 0.1020')
('Episode: 570', 'Total reward: 1820.0', 'Training loss: 105.8399', 'Explore P: 0.1019')
Model Saved
('Episode: 571', 'Total reward: 1170.0', 'Training loss: 60.4599', 'Explore P: 0.1019')
('Episode: 572', 'Total reward: 1110.0', 'Training loss: 75.3361', 'Explore P: 0.1019')
('Episode: 573', 'Total reward: 620.0', 'Training loss: 360.7741', 'Explore P: 0.1019')
('Episode: 574', 'Total reward: 620.0', 'Training loss: 123.9449', 'Explore P: 0.1019')
('Episode: 575', 'Total reward: 520.0', 'Training loss: 70.2859', 'Explore P: 0.1018')
Model Saved
('Episode: 576', 'Total reward: 460.0', 'Training loss: 107.9114', 'Explore P: 0.1018')
('Episode: 577', 'Total reward: 620.0', 'Training loss: 88.4262', 'Explore P: 0.1018')
('Episode: 578', 'Total reward: 1690.0', 'Training loss: 143.5286', 'Explore P: 0.1018')
('Episode: 579', 'Total reward: 520.0', 'Training loss: 75.6775', 'Explore P: 0.1018')
('Episode: 580', 'Total reward: 460.0', 'Training loss: 96.9935', 'Explore P: 0.1017')
Model Saved
('Episode: 581', 'Total reward: 2440.0', 'Training loss: 196.8597', 'Explore P: 0.1017')
('Episode: 582', 'Total reward: 1000.0', 'Training loss: 53.9594', 'Explore P: 0.1017')
('Episode: 583', 'Total reward: 400.0', 'Training loss: 110.5957', 'Explore P: 0.1017')
('Episode: 584', 'Total reward: 580.0', 'Training loss: 81.4111', 'Explore P: 0.1017')
('Episode: 585', 'Total reward: 1090.0', 'Training loss: 58.6262', 'Explore P: 0.1017')
Model Saved
('Episode: 586', 'Total reward: 520.0', 'Training loss: 122.4044', 'Explore P: 0.1016')
('Episode: 587', 'Total reward: 340.0', 'Training loss: 152.3601', 'Explore P: 0.1016')
('Episode: 588', 'Total reward: 340.0', 'Training loss: 139.1989', 'Explore P: 0.1016')
('Episode: 589', 'Total reward: 4340.0', 'Training loss: 130.8232', 'Explore P: 0.1016')
('Episode: 590', 'Total reward: 1010.0', 'Training loss: 456.8893', 'Explore P: 0.1015')
Model Saved
('Episode: 591', 'Total reward: 680.0', 'Training loss: 72.8645', 'Explore P: 0.1015')
('Episode: 592', 'Total reward: 1270.0', 'Training loss: 83.4872', 'Explore P: 0.1015')
('Episode: 593', 'Total reward: 2640.0', 'Training loss: 139.8488', 'Explore P: 0.1015')
('Episode: 594', 'Total reward: 2230.0', 'Training loss: 77.0553', 'Explore P: 0.1015')
('Episode: 595', 'Total reward: 580.0', 'Training loss: 652.8933', 'Explore P: 0.1015')
Model Saved
('Episode: 596', 'Total reward: 1700.0', 'Training loss: 126.5161', 'Explore P: 0.1014')
('Episode: 597', 'Total reward: 600.0', 'Training loss: 122.4915', 'Explore P: 0.1014')
('Episode: 598', 'Total reward: 540.0', 'Training loss: 177.1808', 'Explore P: 0.1014')
('Episode: 599', 'Total reward: 1910.0', 'Training loss: 167.6680', 'Explore P: 0.1014')
('Episode: 600', 'Total reward: 540.0', 'Training loss: 95.2113', 'Explore P: 0.1014')
Model Saved
('Episode: 601', 'Total reward: 460.0', 'Training loss: 103.3480', 'Explore P: 0.1014')
('Episode: 602', 'Total reward: 660.0', 'Training loss: 102.3833', 'Explore P: 0.1013')
('Episode: 603', 'Total reward: 1820.0', 'Training loss: 154.1304', 'Explore P: 0.1013')
('Episode: 604', 'Total reward: 1170.0', 'Training loss: 83.5812', 'Explore P: 0.1013')
('Episode: 605', 'Total reward: 1670.0', 'Training loss: 86.6915', 'Explore P: 0.1013')
Model Saved
('Episode: 606', 'Total reward: 680.0', 'Training loss: 97.3437', 'Explore P: 0.1013')
('Episode: 607', 'Total reward: 360.0', 'Training loss: 141.1959', 'Explore P: 0.1013')
('Episode: 608', 'Total reward: 260.0', 'Training loss: 70.3571', 'Explore P: 0.1013')
('Episode: 609', 'Total reward: 640.0', 'Training loss: 171.6252', 'Explore P: 0.1013')
('Episode: 610', 'Total reward: 3330.0', 'Training loss: 112.4803', 'Explore P: 0.1012')
Model Saved
('Episode: 611', 'Total reward: 600.0', 'Training loss: 143.8772', 'Explore P: 0.1012')
('Episode: 612', 'Total reward: 1860.0', 'Training loss: 100.0536', 'Explore P: 0.1012')
('Episode: 613', 'Total reward: 460.0', 'Training loss: 119.9846', 'Explore P: 0.1012')
('Episode: 614', 'Total reward: 1070.0', 'Training loss: 56.0709', 'Explore P: 0.1012')
('Episode: 615', 'Total reward: 1680.0', 'Training loss: 83.9524', 'Explore P: 0.1012')
Model Saved
('Episode: 616', 'Total reward: 1250.0', 'Training loss: 163.4630', 'Explore P: 0.1012')
('Episode: 617', 'Total reward: 440.0', 'Training loss: 92.6421', 'Explore P: 0.1011')
('Episode: 618', 'Total reward: 560.0', 'Training loss: 84.4433', 'Explore P: 0.1011')
('Episode: 619', 'Total reward: 420.0', 'Training loss: 167.3340', 'Explore P: 0.1011')
('Episode: 620', 'Total reward: 1510.0', 'Training loss: 127.4250', 'Explore P: 0.1011')
Model Saved
('Episode: 621', 'Total reward: 460.0', 'Training loss: 135.4982', 'Explore P: 0.1011')
('Episode: 622', 'Total reward: 760.0', 'Training loss: 145.2712', 'Explore P: 0.1011')
('Episode: 623', 'Total reward: 1380.0', 'Training loss: 138.6875', 'Explore P: 0.1011')
('Episode: 624', 'Total reward: 540.0', 'Training loss: 88.7746', 'Explore P: 0.1011')
('Episode: 625', 'Total reward: 2420.0', 'Training loss: 64.0381', 'Explore P: 0.1010')
Model Saved
('Episode: 626', 'Total reward: 1320.0', 'Training loss: 160.4212', 'Explore P: 0.1010')
('Episode: 627', 'Total reward: 1560.0', 'Training loss: 150.8479', 'Explore P: 0.1010')
('Episode: 628', 'Total reward: 1850.0', 'Training loss: 164.2802', 'Explore P: 0.1010')
('Episode: 629', 'Total reward: 400.0', 'Training loss: 97.3298', 'Explore P: 0.1010')
('Episode: 630', 'Total reward: 1850.0', 'Training loss: 125.6525', 'Explore P: 0.1010')
Model Saved
('Episode: 631', 'Total reward: 2180.0', 'Training loss: 83.7867', 'Explore P: 0.1010')
('Episode: 632', 'Total reward: 2090.0', 'Training loss: 194.5688', 'Explore P: 0.1010')
('Episode: 633', 'Total reward: 1640.0', 'Training loss: 109.9187', 'Explore P: 0.1010')
('Episode: 634', 'Total reward: 320.0', 'Training loss: 101.6458', 'Explore P: 0.1010')
('Episode: 635', 'Total reward: 1560.0', 'Training loss: 334.2297', 'Explore P: 0.1009')
Model Saved
('Episode: 636', 'Total reward: 600.0', 'Training loss: 92.6154', 'Explore P: 0.1009')
('Episode: 637', 'Total reward: 1870.0', 'Training loss: 141.5409', 'Explore P: 0.1009')
('Episode: 638', 'Total reward: 2950.0', 'Training loss: 364.3964', 'Explore P: 0.1009')
('Episode: 639', 'Total reward: 1430.0', 'Training loss: 165.3170', 'Explore P: 0.1009')
('Episode: 640', 'Total reward: 1340.0', 'Training loss: 143.4808', 'Explore P: 0.1009')
Model Saved
('Episode: 641', 'Total reward: 1370.0', 'Training loss: 154.4485', 'Explore P: 0.1009')
('Episode: 642', 'Total reward: 1590.0', 'Training loss: 342.3702', 'Explore P: 0.1009')
('Episode: 643', 'Total reward: 500.0', 'Training loss: 127.7636', 'Explore P: 0.1009')
('Episode: 644', 'Total reward: 1390.0', 'Training loss: 107.9801', 'Explore P: 0.1008')
('Episode: 645', 'Total reward: 2480.0', 'Training loss: 222.2485', 'Explore P: 0.1008')
Model Saved
('Episode: 646', 'Total reward: 1450.0', 'Training loss: 187.9788', 'Explore P: 0.1008')
('Episode: 647', 'Total reward: 1980.0', 'Training loss: 134.9059', 'Explore P: 0.1008')
('Episode: 648', 'Total reward: 660.0', 'Training loss: 96.6740', 'Explore P: 0.1008')
('Episode: 649', 'Total reward: 1130.0', 'Training loss: 65.9189', 'Explore P: 0.1008')
('Episode: 650', 'Total reward: 480.0', 'Training loss: 111.6483', 'Explore P: 0.1008')
Model Saved
('Episode: 651', 'Total reward: 700.0', 'Training loss: 88.0689', 'Explore P: 0.1008')
('Episode: 652', 'Total reward: 440.0', 'Training loss: 129.6496', 'Explore P: 0.1008')
('Episode: 653', 'Total reward: 2810.0', 'Training loss: 142.6136', 'Explore P: 0.1008')
('Episode: 654', 'Total reward: 2500.0', 'Training loss: 73.8023', 'Explore P: 0.1007')
('Episode: 655', 'Total reward: 2070.0', 'Training loss: 182.7936', 'Explore P: 0.1007')
Model Saved
('Episode: 656', 'Total reward: 500.0', 'Training loss: 83.1374', 'Explore P: 0.1007')
('Episode: 657', 'Total reward: 2350.0', 'Training loss: 71.3382', 'Explore P: 0.1007')
('Episode: 658', 'Total reward: 600.0', 'Training loss: 96.5533', 'Explore P: 0.1007')
('Episode: 659', 'Total reward: 2690.0', 'Training loss: 106.6286', 'Explore P: 0.1007')
('Episode: 660', 'Total reward: 1830.0', 'Training loss: 119.6670', 'Explore P: 0.1007')
Model Saved
('Episode: 661', 'Total reward: 400.0', 'Training loss: 175.8081', 'Explore P: 0.1007')
('Episode: 662', 'Total reward: 600.0', 'Training loss: 73.1761', 'Explore P: 0.1007')
('Episode: 663', 'Total reward: 900.0', 'Training loss: 295.8222', 'Explore P: 0.1007')
('Episode: 664', 'Total reward: 1170.0', 'Training loss: 123.5519', 'Explore P: 0.1007')
('Episode: 665', 'Total reward: 520.0', 'Training loss: 122.9810', 'Explore P: 0.1007')
Model Saved
('Episode: 666', 'Total reward: 1830.0', 'Training loss: 140.4816', 'Explore P: 0.1006')
('Episode: 667', 'Total reward: 1530.0', 'Training loss: 164.6574', 'Explore P: 0.1006')
('Episode: 668', 'Total reward: 2380.0', 'Training loss: 130.3852', 'Explore P: 0.1006')
('Episode: 669', 'Total reward: 2000.0', 'Training loss: 105.0320', 'Explore P: 0.1006')
('Episode: 670', 'Total reward: 500.0', 'Training loss: 85.3823', 'Explore P: 0.1006')
Model Saved
('Episode: 671', 'Total reward: 1880.0', 'Training loss: 92.9368', 'Explore P: 0.1006')
('Episode: 672', 'Total reward: 2400.0', 'Training loss: 101.5466', 'Explore P: 0.1006')
('Episode: 673', 'Total reward: 260.0', 'Training loss: 58.3892', 'Explore P: 0.1006')
('Episode: 674', 'Total reward: 560.0', 'Training loss: 109.1462', 'Explore P: 0.1006')
('Episode: 675', 'Total reward: 520.0', 'Training loss: 152.0814', 'Explore P: 0.1006')
Model Saved
('Episode: 676', 'Total reward: 2430.0', 'Training loss: 73.9887', 'Explore P: 0.1005')
('Episode: 677', 'Total reward: 2090.0', 'Training loss: 73.5025', 'Explore P: 0.1005')
('Episode: 678', 'Total reward: 1200.0', 'Training loss: 212.8699', 'Explore P: 0.1005')
('Episode: 679', 'Total reward: 4040.0', 'Training loss: 115.0661', 'Explore P: 0.1005')
('Episode: 680', 'Total reward: 2400.0', 'Training loss: 328.0698', 'Explore P: 0.1005')
Model Saved
('Episode: 681', 'Total reward: 2080.0', 'Training loss: 161.1334', 'Explore P: 0.1005')
('Episode: 682', 'Total reward: 1070.0', 'Training loss: 68.0265', 'Explore P: 0.1005')
('Episode: 683', 'Total reward: 200.0', 'Training loss: 167.2908', 'Explore P: 0.1005')
('Episode: 684', 'Total reward: 460.0', 'Training loss: 177.9992', 'Explore P: 0.1005')
('Episode: 685', 'Total reward: 1930.0', 'Training loss: 202.7174', 'Explore P: 0.1005')
Model Saved
('Episode: 686', 'Total reward: 440.0', 'Training loss: 87.5482', 'Explore P: 0.1005')
('Episode: 687', 'Total reward: 1400.0', 'Training loss: 321.8721', 'Explore P: 0.1005')
('Episode: 688', 'Total reward: 3630.0', 'Training loss: 450.1949', 'Explore P: 0.1005')
('Episode: 689', 'Total reward: 440.0', 'Training loss: 122.3145', 'Explore P: 0.1005')
('Episode: 690', 'Total reward: 1250.0', 'Training loss: 152.0450', 'Explore P: 0.1005')
Model Saved
('Episode: 691', 'Total reward: 1150.0', 'Training loss: 117.5648', 'Explore P: 0.1005')
('Episode: 692', 'Total reward: 420.0', 'Training loss: 88.8841', 'Explore P: 0.1004')
('Episode: 693', 'Total reward: 600.0', 'Training loss: 112.5116', 'Explore P: 0.1004')
('Episode: 694', 'Total reward: 420.0', 'Training loss: 77.2409', 'Explore P: 0.1004')
('Episode: 695', 'Total reward: 440.0', 'Training loss: 194.7610', 'Explore P: 0.1004')
Model Saved
('Episode: 696', 'Total reward: 1090.0', 'Training loss: 107.3246', 'Explore P: 0.1004')
('Episode: 697', 'Total reward: 440.0', 'Training loss: 108.6553', 'Explore P: 0.1004')
('Episode: 698', 'Total reward: 500.0', 'Training loss: 267.1484', 'Explore P: 0.1004')
('Episode: 699', 'Total reward: 920.0', 'Training loss: 80.6434', 'Explore P: 0.1004')
('Episode: 700', 'Total reward: 2120.0', 'Training loss: 88.2078', 'Explore P: 0.1004')
Model Saved
('Episode: 701', 'Total reward: 580.0', 'Training loss: 72.6522', 'Explore P: 0.1004')
('Episode: 702', 'Total reward: 1290.0', 'Training loss: 92.1244', 'Explore P: 0.1004')
('Episode: 703', 'Total reward: 1620.0', 'Training loss: 129.6325', 'Explore P: 0.1004')
('Episode: 704', 'Total reward: 560.0', 'Training loss: 176.3266', 'Explore P: 0.1004')
('Episode: 705', 'Total reward: 540.0', 'Training loss: 37.5844', 'Explore P: 0.1004')
Model Saved
('Episode: 706', 'Total reward: 2620.0', 'Training loss: 135.1867', 'Explore P: 0.1004')
('Episode: 707', 'Total reward: 1530.0', 'Training loss: 70.2952', 'Explore P: 0.1004')
('Episode: 708', 'Total reward: 1660.0', 'Training loss: 93.7678', 'Explore P: 0.1004')
('Episode: 709', 'Total reward: 2550.0', 'Training loss: 146.1396', 'Explore P: 0.1004')
('Episode: 710', 'Total reward: 2590.0', 'Training loss: 58.8492', 'Explore P: 0.1004')
Model Saved
('Episode: 711', 'Total reward: 1030.0', 'Training loss: 90.4885', 'Explore P: 0.1004')
('Episode: 712', 'Total reward: 260.0', 'Training loss: 68.0446', 'Explore P: 0.1004')
('Episode: 713', 'Total reward: 2210.0', 'Training loss: 482.6529', 'Explore P: 0.1004')
('Episode: 714', 'Total reward: 1320.0', 'Training loss: 96.3316', 'Explore P: 0.1004')
('Episode: 715', 'Total reward: 2030.0', 'Training loss: 66.9747', 'Explore P: 0.1003')
Model Saved
('Episode: 716', 'Total reward: 1420.0', 'Training loss: 598.7944', 'Explore P: 0.1003')
('Episode: 717', 'Total reward: 600.0', 'Training loss: 81.8799', 'Explore P: 0.1003')
('Episode: 718', 'Total reward: 3520.0', 'Training loss: 100.0070', 'Explore P: 0.1003')
('Episode: 719', 'Total reward: 2180.0', 'Training loss: 92.2283', 'Explore P: 0.1003')
('Episode: 720', 'Total reward: 2930.0', 'Training loss: 170.8117', 'Explore P: 0.1003')
Model Saved
('Episode: 721', 'Total reward: 540.0', 'Training loss: 66.6500', 'Explore P: 0.1003')
('Episode: 722', 'Total reward: 560.0', 'Training loss: 152.3147', 'Explore P: 0.1003')
('Episode: 723', 'Total reward: 1470.0', 'Training loss: 112.7251', 'Explore P: 0.1003')
('Episode: 724', 'Total reward: 460.0', 'Training loss: 439.4138', 'Explore P: 0.1003')
('Episode: 725', 'Total reward: 1380.0', 'Training loss: 143.3810', 'Explore P: 0.1003')
Model Saved
('Episode: 726', 'Total reward: 680.0', 'Training loss: 73.7116', 'Explore P: 0.1003')
('Episode: 727', 'Total reward: 500.0', 'Training loss: 47.9807', 'Explore P: 0.1003')
('Episode: 728', 'Total reward: 480.0', 'Training loss: 158.6259', 'Explore P: 0.1003')
('Episode: 729', 'Total reward: 1120.0', 'Training loss: 151.5261', 'Explore P: 0.1003')
('Episode: 730', 'Total reward: 600.0', 'Training loss: 85.5795', 'Explore P: 0.1003')
Model Saved
('Episode: 731', 'Total reward: 2200.0', 'Training loss: 114.0588', 'Explore P: 0.1003')
('Episode: 732', 'Total reward: 760.0', 'Training loss: 64.7110', 'Explore P: 0.1003')
('Episode: 733', 'Total reward: 460.0', 'Training loss: 296.1392', 'Explore P: 0.1003')
('Episode: 734', 'Total reward: 2210.0', 'Training loss: 70.8290', 'Explore P: 0.1003')
('Episode: 735', 'Total reward: 920.0', 'Training loss: 79.9103', 'Explore P: 0.1003')
Model Saved
('Episode: 736', 'Total reward: 2740.0', 'Training loss: 146.4049', 'Explore P: 0.1003')
('Episode: 737', 'Total reward: 1850.0', 'Training loss: 115.5811', 'Explore P: 0.1003')
('Episode: 738', 'Total reward: 850.0', 'Training loss: 98.9132', 'Explore P: 0.1002')
('Episode: 739', 'Total reward: 620.0', 'Training loss: 81.6262', 'Explore P: 0.1002')
('Episode: 740', 'Total reward: 3410.0', 'Training loss: 132.1207', 'Explore P: 0.1002')
Model Saved
('Episode: 741', 'Total reward: 1150.0', 'Training loss: 122.4482', 'Explore P: 0.1002')
('Episode: 742', 'Total reward: 2570.0', 'Training loss: 160.9004', 'Explore P: 0.1002')
('Episode: 743', 'Total reward: 680.0', 'Training loss: 86.1709', 'Explore P: 0.1002')
('Episode: 744', 'Total reward: 540.0', 'Training loss: 89.0944', 'Explore P: 0.1002')
('Episode: 745', 'Total reward: 1040.0', 'Training loss: 96.7481', 'Explore P: 0.1002')
Model Saved
('Episode: 746', 'Total reward: 1530.0', 'Training loss: 275.8146', 'Explore P: 0.1002')
('Episode: 747', 'Total reward: 1910.0', 'Training loss: 219.1251', 'Explore P: 0.1002')
('Episode: 748', 'Total reward: 2840.0', 'Training loss: 170.2761', 'Explore P: 0.1002')
('Episode: 749', 'Total reward: 1350.0', 'Training loss: 173.3745', 'Explore P: 0.1002')
('Episode: 750', 'Total reward: 2560.0', 'Training loss: 153.1705', 'Explore P: 0.1002')
Model Saved
('Episode: 751', 'Total reward: 500.0', 'Training loss: 128.6940', 'Explore P: 0.1002')
('Episode: 752', 'Total reward: 640.0', 'Training loss: 119.8410', 'Explore P: 0.1002')
('Episode: 753', 'Total reward: 970.0', 'Training loss: 173.1138', 'Explore P: 0.1002')
('Episode: 754', 'Total reward: 860.0', 'Training loss: 121.8246', 'Explore P: 0.1002')
('Episode: 755', 'Total reward: 1330.0', 'Training loss: 97.3913', 'Explore P: 0.1002')
Model Saved
('Episode: 756', 'Total reward: 1490.0', 'Training loss: 174.7355', 'Explore P: 0.1002')
('Episode: 757', 'Total reward: 2780.0', 'Training loss: 113.3002', 'Explore P: 0.1002')
('Episode: 758', 'Total reward: 460.0', 'Training loss: 560.4444', 'Explore P: 0.1002')
('Episode: 759', 'Total reward: 1110.0', 'Training loss: 310.4478', 'Explore P: 0.1002')
('Episode: 760', 'Total reward: 1880.0', 'Training loss: 158.2146', 'Explore P: 0.1002')
Model Saved
('Episode: 761', 'Total reward: 1940.0', 'Training loss: 88.1802', 'Explore P: 0.1002')
('Episode: 762', 'Total reward: 460.0', 'Training loss: 252.2564', 'Explore P: 0.1002')
('Episode: 763', 'Total reward: 400.0', 'Training loss: 107.4736', 'Explore P: 0.1002')
('Episode: 764', 'Total reward: 3360.0', 'Training loss: 99.0090', 'Explore P: 0.1002')
('Episode: 765', 'Total reward: 680.0', 'Training loss: 138.3485', 'Explore P: 0.1002')
Model Saved
('Episode: 766', 'Total reward: 460.0', 'Training loss: 131.3138', 'Explore P: 0.1002')
('Episode: 767', 'Total reward: 300.0', 'Training loss: 150.3976', 'Explore P: 0.1002')
('Episode: 768', 'Total reward: 720.0', 'Training loss: 178.9947', 'Explore P: 0.1002')
('Episode: 769', 'Total reward: 1980.0', 'Training loss: 105.4304', 'Explore P: 0.1002')
('Episode: 770', 'Total reward: 600.0', 'Training loss: 87.0720', 'Explore P: 0.1002')
Model Saved
('Episode: 771', 'Total reward: 3770.0', 'Training loss: 187.4491', 'Explore P: 0.1002')
('Episode: 772', 'Total reward: 360.0', 'Training loss: 378.2857', 'Explore P: 0.1002')
('Episode: 773', 'Total reward: 1530.0', 'Training loss: 146.2611', 'Explore P: 0.1002')
('Episode: 774', 'Total reward: 400.0', 'Training loss: 134.2780', 'Explore P: 0.1002')
('Episode: 775', 'Total reward: 620.0', 'Training loss: 134.4179', 'Explore P: 0.1002')
Model Saved
('Episode: 776', 'Total reward: 440.0', 'Training loss: 89.8559', 'Explore P: 0.1002')
('Episode: 777', 'Total reward: 2490.0', 'Training loss: 138.7277', 'Explore P: 0.1002')
('Episode: 778', 'Total reward: 1310.0', 'Training loss: 118.8951', 'Explore P: 0.1001')
('Episode: 779', 'Total reward: 1730.0', 'Training loss: 111.7972', 'Explore P: 0.1001')
('Episode: 780', 'Total reward: 400.0', 'Training loss: 125.0993', 'Explore P: 0.1001')
Model Saved
('Episode: 781', 'Total reward: 520.0', 'Training loss: 65.8867', 'Explore P: 0.1001')
('Episode: 782', 'Total reward: 500.0', 'Training loss: 53.2911', 'Explore P: 0.1001')
('Episode: 783', 'Total reward: 1130.0', 'Training loss: 110.2705', 'Explore P: 0.1001')
('Episode: 784', 'Total reward: 1970.0', 'Training loss: 85.5914', 'Explore P: 0.1001')
('Episode: 785', 'Total reward: 2260.0', 'Training loss: 162.6934', 'Explore P: 0.1001')
Model Saved
